Date,Open,High,Low,Close,Volume
2023-12-11 09:15:00,439.0,441.7,438.3,440.85,761
2023-12-11 09:20:00,439.6,442.2,439.05,440.15,997
2023-12-11 09:25:00,440.15,440.2,437.05,437.5,259
2023-12-11 09:30:00,437.5,440.95,437.1,440.25,410
2023-12-11 09:35:00,440.25,440.25,439.05,439.2,294
2023-12-11 09:40:00,439.2,439.65,437.8,438.7,786
2023-12-11 09:45:00,438.7,439.8,437.3,438.55,338
2023-12-11 09:50:00,437.85,438.2,437.0,437.9,363
2023-12-11 09:55:00,437.9,437.9,435.05,436.55,664
2023-12-11 10:00:00,436.55,436.85,435.6,436.55,215
2023-12-11 10:05:00,436.55,438.0,435.7,438.0,866
2023-12-11 10:10:00,438.0,439.45,437.9,439.45,428
2023-12-11 10:15:00,439.45,440.35,438.1,438.4,630
2023-12-11 10:20:00,438.05,438.7,437.7,438.6,218
2023-12-11 10:25:00,438.6,438.95,437.55,438.75,143
2023-12-11 10:30:00,438.75,439.5,438.4,438.4,67
2023-12-11 10:35:00,438.4,438.5,437.0,437.95,130
2023-12-11 10:40:00,437.95,438.45,437.5,437.5,706
2023-12-11 10:45:00,437.5,439.15,437.0,438.35,335
2023-12-11 10:50:00,438.35,439.45,437.3,437.85,348
2023-12-11 10:55:00,437.85,437.85,437.15,437.15,4
2023-12-11 11:00:00,437.15,438.3,437.15,438.3,41
2023-12-11 11:05:00,438.3,438.3,437.05,437.05,317
2023-12-11 11:10:00,437.05,437.25,436.5,437.25,205
2023-12-11 11:15:00,437.25,437.5,436.6,437.1,323
2023-12-11 11:20:00,437.1,437.7,436.6,437.7,218
2023-12-11 11:25:00,437.7,438.1,437.2,437.9,45
2023-12-11 11:30:00,437.9,438.0,437.1,437.1,51
2023-12-11 11:35:00,437.1,437.1,437.1,437.1,0
2023-12-11 11:40:00,437.1,438.3,437.1,438.3,203
2023-12-11 11:45:00,438.3,438.8,438.15,438.15,296
2023-12-11 11:50:00,438.15,439.45,438.15,438.55,319
2023-12-11 11:55:00,438.3,438.45,437.8,437.8,187
2023-12-11 12:00:00,437.8,438.4,437.7,437.7,92
2023-12-11 12:05:00,436.7,437.15,436.7,437.15,841
2023-12-11 12:10:00,437.15,437.35,436.7,436.7,56
2023-12-11 12:15:00,436.7,437.45,436.7,437.45,74
2023-12-11 12:20:00,437.45,439.0,437.45,439.0,669
2023-12-11 12:25:00,439.0,439.0,437.1,437.1,170
2023-12-11 12:30:00,437.1,437.1,437.1,437.1,0
2023-12-11 12:35:00,437.1,437.65,437.0,437.65,22
2023-12-11 12:40:00,437.65,437.65,436.55,437.4,718
2023-12-11 12:45:00,437.4,437.4,437.05,437.05,59
2023-12-11 12:50:00,437.05,437.95,437.0,437.95,224
2023-12-11 12:55:00,437.95,437.95,436.6,436.6,75
2023-12-11 13:00:00,436.6,437.05,436.6,437.0,7
2023-12-11 13:05:00,437.0,437.0,437.0,437.0,1
2023-12-11 13:10:00,437.0,437.0,436.55,436.55,1
2023-12-11 13:15:00,436.55,437.65,436.55,437.65,46
2023-12-11 13:20:00,437.65,440.95,437.65,440.95,2505
2023-12-11 13:25:00,440.95,440.95,436.55,437.8,4233
2023-12-11 13:30:00,437.8,437.8,437.15,437.15,1
2023-12-11 13:35:00,437.15,437.6,435.75,437.5,908
2023-12-11 13:40:00,437.5,437.95,436.85,437.4,247
2023-12-11 13:45:00,437.4,438.2,437.4,438.2,158
2023-12-11 13:50:00,438.2,438.65,437.65,437.65,44
2023-12-11 13:55:00,438.1,438.1,437.65,437.65,5
2023-12-11 14:00:00,437.65,438.15,437.0,437.95,630
2023-12-11 14:05:00,437.95,438.45,435.0,435.45,2266
2023-12-11 14:10:00,435.45,436.7,435.45,436.6,105
2023-12-11 14:15:00,436.6,436.7,435.45,435.45,99
2023-12-11 14:20:00,435.45,435.45,433.5,434.0,1096
2023-12-11 14:25:00,434.0,435.0,434.0,434.95,13
2023-12-11 14:30:00,434.95,434.95,434.5,434.55,229
2023-12-11 14:35:00,434.55,435.4,433.6,435.0,1091
2023-12-11 14:40:00,435.0,435.0,433.9,434.4,183
2023-12-11 14:45:00,434.4,434.4,434.05,434.1,41
2023-12-11 14:50:00,434.1,434.7,433.9,434.6,419
2023-12-11 14:55:00,434.6,434.7,434.0,434.65,19
2023-12-11 15:00:00,434.65,434.85,433.9,434.8,99
2023-12-11 15:05:00,434.8,435.9,434.8,435.4,762
2023-12-11 15:10:00,435.4,435.4,431.5,432.55,984
2023-12-11 15:15:00,432.55,434.0,432.55,432.75,582
